Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d20,10289,0,260.0,265.94616073690236,35.677924000083294,620.2436769999622,43.469238993099424,175.7572120856885,0.0,260,290,310,320,360,390,430,450,540,610,620
,Aggregated,10289,0,260.0,265.94616073690236,35.677924000083294,620.2436769999622,43.469238993099424,175.7572120856885,0.0,260,290,310,320,360,390,430,450,540,610,620
