N,peak_rss_mb,avg_cpu_percent,avg_fds_open,avg_ttfb_ms,p95_ttfb_ms,avg_events_per_sec
10,130.732032,0.8729629629629628,32.0,9.675277598580578,11.126266249630135,1.048479074243781
30,132.042752,1.3410000000000002,72.0,22.184675266665483,24.356225001247367,1.0478061217766603
60,133.648384,2.0325,132.0,35.74332761745609,39.42323035116715,1.0469743628647212
100,135.462912,3.4284999999999997,212.0,89.93130730988923,107.09152135204931,1.0439310539155098
