Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_51200B_d20,1903,0,1500.0,2288.865524038884,372.15714900048624,26731.95012099859,43.45769837099317,31.778759306315838,0.0,1500,1600,1700,1800,2100,4700,19000,22000,27000,27000,27000
,Aggregated,1903,0,1500.0,2288.865524038884,372.15714900048624,26731.95012099859,43.45769837099317,31.778759306315838,0.0,1500,1600,1700,1800,2100,4700,19000,22000,27000,27000,27000
