num_streams,rss_mb,fds_open,cpu_percent,ts,N
10,50.999296,12,0.0,1760292570.2632937,10
10,50.999296,19,2.0,1760292572.2762456,10
10,50.999296,19,1.3333333333333333,1760292574.2799718,10
10,50.999296,19,1.2307692307692308,1760292576.292756,10
10,50.999296,19,1.0588235294117647,1760292578.2943647,10
10,50.999296,19,1.0,1760292580.2965496,10
10,50.999296,19,0.7,1760292582.3017294,10
10,50.999296,19,0.6,1760292584.3048992,10
10,50.999296,19,0.4,1760292586.3089666,10
10,50.999296,19,0.5,1760292588.312951,10
