Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d5,5790,0,1100.0,1924.0889186587294,203.74034800079244,18315.64298000012,43.50449050086356,98.30252013005034,0.0,1100,1200,1200,1300,2000,10000,18000,18000,18000,18000,18000
,Aggregated,5790,0,1100.0,1924.0889186587294,203.74034800079244,18315.64298000012,43.50449050086356,98.30252013005034,0.0,1100,1200,1200,1300,2000,10000,18000,18000,18000,18000,18000
