Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,fanout_n=1,10777,0,540.0,529.7790589629769,35.30684699944686,1240.0717639993672,53.51322260369305,180.80403285744472,0.0,540,570,600,630,720,790,880,960,1100,1200,1200
,Aggregated,10777,0,540.0,529.7790589629769,35.30684699944686,1240.0717639993672,53.51322260369305,180.80403285744472,0.0,540,570,600,630,720,790,880,960,1100,1200,1200
