timestamp,cpu_percent,rss_bytes
2025-09-17T21:31:00.329804,1.00,53755904
2025-09-17T21:31:01.334194,0.00,53755904
2025-09-17T21:31:02.346598,3.90,55853056
2025-09-17T21:31:03.395233,92.50,53977088
2025-09-17T21:31:04.416229,96.00,61198336
2025-09-17T21:31:05.452568,108.10,57765888
2025-09-17T21:31:06.499068,104.20,61476864
2025-09-17T21:31:07.532520,106.40,59822080
2025-09-17T21:31:08.552338,106.90,60370944
2025-09-17T21:31:09.623229,100.80,57581568
2025-09-17T21:31:10.678292,108.00,55709696
2025-09-17T21:31:11.727248,100.10,58728448
2025-09-17T21:31:12.737233,105.90,66871296
2025-09-17T21:31:13.768335,86.30,66494464
2025-09-17T21:31:14.805644,104.10,64372736
2025-09-17T21:31:15.850280,107.20,64749568
2025-09-17T21:31:16.881033,107.70,62984192
2025-09-17T21:31:17.974589,106.10,67399680
2025-09-17T21:31:18.992632,107.10,63074304
2025-09-17T21:31:20.025393,92.00,67084288
2025-09-17T21:31:21.077274,105.50,56049664
2025-09-17T21:31:22.091924,99.50,67264512
2025-09-17T21:31:23.131156,107.80,58699776
2025-09-17T21:31:24.177737,100.30,60276736
2025-09-17T21:31:25.236820,105.80,63184896
2025-09-17T21:31:26.281974,94.70,60583936
2025-09-17T21:31:27.324856,107.40,56471552
2025-09-17T21:31:28.378210,104.40,65388544
2025-09-17T21:31:29.420754,97.80,64999424
2025-09-17T21:31:30.491986,99.00,58339328
2025-09-17T21:31:31.544027,105.50,61386752
2025-09-17T21:31:32.572652,107.60,71614464
2025-09-17T21:31:33.602395,109.70,63741952
2025-09-17T21:31:34.632347,105.80,62709760
2025-09-17T21:31:35.673440,92.20,62660608
2025-09-17T21:31:36.714442,105.70,57032704
2025-09-17T21:31:37.739261,105.40,67883008
2025-09-17T21:31:38.773548,83.10,76144640
2025-09-17T21:31:39.779102,0.00,76144640
2025-09-17T21:31:40.786212,0.00,76144640
2025-09-17T21:31:41.791191,0.00,76144640
2025-09-17T21:31:42.796917,0.00,76144640
2025-09-17T21:31:43.800016,0.00,76144640
2025-09-17T21:31:44.809546,78.30,61288448
2025-09-17T21:31:45.841754,104.60,56336384
2025-09-17T21:31:46.848525,95.40,69509120
2025-09-17T21:31:47.907892,108.50,63057920
2025-09-17T21:31:48.923571,99.40,69672960
2025-09-17T21:31:49.955843,106.60,63520768
2025-09-17T21:31:50.984715,101.10,65658880
2025-09-17T21:31:52.026417,101.80,67440640
2025-09-17T21:31:53.071294,106.20,59379712
2025-09-17T21:31:54.103678,109.50,61423616
2025-09-17T21:31:55.134300,102.90,63168512
2025-09-17T21:31:56.191310,106.90,59854848
2025-09-17T21:31:57.229676,94.40,65462272
2025-09-17T21:31:58.263187,106.40,64155648
2025-09-17T21:31:59.304852,107.50,61992960
2025-09-17T21:32:00.345287,103.80,61546496
2025-09-17T21:32:01.385163,98.10,61083648
2025-09-17T21:32:02.417107,68.60,56778752
