Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d5,9357,0,560.0,577.9477348081712,84.66557200063107,1408.0439379995369,43.454205407716145,159.5542897887806,0.0,560,650,720,780,900,960,1000,1000,1200,1400,1400
,Aggregated,9357,0,560.0,577.9477348081712,84.66557200063107,1408.0439379995369,43.454205407716145,159.5542897887806,0.0,560,650,720,780,900,960,1000,1000,1200,1400,1400
