Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d20,8222,0,1400.0,1338.9311970840463,97.22163500009628,3436.1859090004145,43.38190221357334,139.2561590539947,0.0,1400,1500,1500,1600,1900,2100,2500,2800,3100,3400,3400
,Aggregated,8222,0,1400.0,1338.9311970840463,97.22163500009628,3436.1859090004145,43.38190221357334,139.2561590539947,0.0,1400,1500,1500,1600,1900,2100,2500,2800,3100,3400,3400
