Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,fanout_n=20,1007,0,5600.0,5543.68020321544,1783.58371899958,8515.581702000418,55.492552135054616,16.985353475719958,0.0,5600,5900,6100,6300,6800,7200,7600,7800,8300,8500,8500
,Aggregated,1007,0,5600.0,5543.68020321544,1783.58371899958,8515.581702000418,55.492552135054616,16.985353475719958,0.0,5600,5900,6100,6300,6800,7200,7600,7800,8300,8500,8500
