Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_10240B_d20,6546,0,440.0,1330.0681335316372,206.98831099980453,27971.91164600008,43.446379468377636,109.36785446572863,0.0,440,470,500,530,1100,2600,23000,25000,28000,28000,28000
,Aggregated,6546,0,440.0,1330.0681335316372,206.98831099980453,27971.91164600008,43.446379468377636,109.36785446572863,0.0,440,470,500,530,1100,2600,23000,25000,28000,28000,28000
