Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d50,9960,0,550.0,558.7771079497048,82.64924000013707,1215.4418860000078,43.46897590361446,169.97348247579748,0.0,550,600,640,660,740,820,890,930,1100,1200,1200
,Aggregated,9960,0,550.0,558.7771079497048,82.64924000013707,1215.4418860000078,43.46897590361446,169.97348247579748,0.0,550,600,640,660,740,820,890,930,1100,1200,1200
