timestamp,cpu_percent,rss_bytes
2025-09-17T21:47:11.851072,16.20,62066688
2025-09-17T21:47:12.867354,0.00,62066688
2025-09-17T21:47:13.876512,0.00,62066688
2025-09-17T21:47:14.887858,36.60,68587520
2025-09-17T21:47:15.925202,99.30,70631424
2025-09-17T21:47:16.974833,106.70,67616768
2025-09-17T21:47:18.015509,105.70,70217728
2025-09-17T21:47:19.070277,100.50,74088448
2025-09-17T21:47:20.107370,99.30,74035200
2025-09-17T21:47:21.135139,108.00,66514944
2025-09-17T21:47:22.173249,106.90,70443008
2025-09-17T21:47:23.206170,104.60,68812800
2025-09-17T21:47:24.217190,103.90,66039808
2025-09-17T21:47:25.253339,106.20,66265088
2025-09-17T21:47:26.287598,107.30,66637824
2025-09-17T21:47:27.327370,105.80,69054464
2025-09-17T21:47:28.346913,106.90,71286784
2025-09-17T21:47:29.425275,104.80,72978432
2025-09-17T21:47:30.473167,105.90,71290880
2025-09-17T21:47:31.538238,107.00,73330688
2025-09-17T21:47:32.585610,104.90,79441920
2025-09-17T21:47:33.603553,107.10,69279744
2025-09-17T21:47:34.637065,107.40,75112448
2025-09-17T21:47:35.685528,105.90,67026944
2025-09-17T21:47:36.716062,106.70,77578240
2025-09-17T21:47:37.745884,106.80,66801664
2025-09-17T21:47:38.786266,106.70,67088384
2025-09-17T21:47:39.862938,105.90,71458816
2025-09-17T21:47:40.912767,106.70,75505664
2025-09-17T21:47:41.945448,106.50,71462912
2025-09-17T21:47:42.974964,105.90,73457664
2025-09-17T21:47:44.010903,106.20,75489280
2025-09-17T21:47:45.128493,106.50,65196032
2025-09-17T21:47:46.143330,106.40,73469952
2025-09-17T21:47:47.192389,108.70,71409664
2025-09-17T21:47:48.230668,106.90,66985984
2025-09-17T21:47:49.286530,106.10,75423744
2025-09-17T21:47:50.359536,105.30,71692288
2025-09-17T21:47:51.399000,107.70,64581632
2025-09-17T21:47:52.454010,105.20,71720960
2025-09-17T21:47:53.499575,107.10,75563008
2025-09-17T21:47:54.544274,106.30,67559424
2025-09-17T21:47:55.585909,107.50,70881280
2025-09-17T21:47:56.641975,107.00,66691072
2025-09-17T21:47:57.688510,106.10,69369856
2025-09-17T21:47:58.733792,106.20,71491584
2025-09-17T21:47:59.776550,107.40,69242880
2025-09-17T21:48:00.814212,107.00,72015872
2025-09-17T21:48:01.831352,106.20,68739072
2025-09-17T21:48:02.858828,104.00,69656576
2025-09-17T21:48:03.882308,105.50,69677056
2025-09-17T21:48:04.921952,107.70,69943296
2025-09-17T21:48:05.971773,106.70,65355776
2025-09-17T21:48:07.042994,106.40,67436544
2025-09-17T21:48:08.081765,106.90,67772416
2025-09-17T21:48:09.121805,106.70,65585152
2025-09-17T21:48:10.165904,106.30,65466368
2025-09-17T21:48:11.204251,105.90,72081408
2025-09-17T21:48:12.227786,95.70,73564160
2025-09-17T21:48:13.285812,105.90,71614464
2025-09-17T21:48:14.316866,88.30,64503808
