Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,fanout_n=5,3528,0,1600.0,1610.2215225793782,228.24774800028536,3667.281964999347,53.48384353741496,60.22574205631251,0.0,1600,1700,1700,1800,2200,2300,2500,2800,3400,3700,3700
,Aggregated,3528,0,1600.0,1610.2215225793782,228.24774800028536,3667.281964999347,53.48384353741496,60.22574205631251,0.0,1600,1700,1700,1800,2200,2300,2500,2800,3400,3700,3700
