Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d50,8545,0,300.0,319.959332620243,49.61703099979786,835.6367490005141,43.39508484493856,145.4224682897927,0.0,300,350,380,410,480,540,620,650,760,840,840
,Aggregated,8545,0,300.0,319.959332620243,49.61703099979786,835.6367490005141,43.39508484493856,145.4224682897927,0.0,300,350,380,410,480,540,620,650,760,840,840
