Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,6182,0,880.0,908.8471873502127,253.852189999634,1889.737325999704,61.66175994823681,105.10847635263242,0.0,880,950,1000,1000,1100,1300,1400,1500,1700,1900,1900
,Aggregated,6182,0,880.0,908.8471873502127,253.852189999634,1889.737325999704,61.66175994823681,105.10847635263242,0.0,880,950,1000,1000,1100,1300,1400,1500,1700,1900,1900
