Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,2708,0,1800.0,1736.0560070982274,259.0501360000417,3360.9622409999247,61.66506646971935,102.95174012676954,0.0,1800,1900,1900,2000,2300,2400,2500,2500,3300,3400,3400
,Aggregated,2708,0,1800.0,1736.0560070982274,259.0501360000417,3360.9622409999247,61.66506646971935,102.95174012676954,0.0,1800,1900,1900,2000,2300,2400,2500,2500,3300,3400,3400
