Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_51200B_d50,1914,0,1400.0,2698.1858254947565,361.8313689985371,55496.95772300038,43.4858934169279,31.889597222827234,0.0,1400,1500,1500,1600,1800,6600,30000,42000,55000,55000,55000
,Aggregated,1914,0,1400.0,2698.1858254947565,361.8313689985371,55496.95772300038,43.4858934169279,31.889597222827234,0.0,1400,1500,1500,1600,1800,6600,30000,42000,55000,55000,55000
