Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_51200B_d20,1969,0,1400.0,2649.5651038664073,341.8143870003405,55277.67662199949,43.52615540883697,32.921324138901824,0.0,1400,1500,1500,1500,1700,6600,30000,42000,55000,55000,55000
,Aggregated,1969,0,1400.0,2649.5651038664073,341.8143870003405,55277.67662199949,43.52615540883697,32.921324138901824,0.0,1400,1500,1500,1500,1700,6600,30000,42000,55000,55000,55000
