Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,12594,0,200.0,199.6288229505326,71.14659900071274,440.7348730001104,62.08789899952358,213.46366017890904,0.0,200,220,230,240,260,280,310,330,400,440,440
,Aggregated,12594,0,200.0,199.6288229505326,71.14659900071274,440.7348730001104,62.08789899952358,213.46366017890904,0.0,200,220,230,240,260,280,310,330,400,440,440
