Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,fanout_n=50,388,0,14000.0,13502.12264504641,8499.265139000272,17554.37079100011,55.76546391752577,6.5254701048020065,0.0,14000,14000,14000,15000,15000,16000,16000,17000,18000,18000,18000
,Aggregated,388,0,14000.0,13502.12264504641,8499.265139000272,17554.37079100011,55.76546391752577,6.5254701048020065,0.0,14000,14000,14000,15000,15000,16000,16000,17000,18000,18000,18000
