Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_10240B_d20,6588,0,360.0,356.79597714754686,74.11186999979691,699.4594850002613,43.46023072252581,112.31570643514497,0.0,360,400,420,440,490,530,560,590,670,700,700
,Aggregated,6588,0,360.0,356.79597714754686,74.11186999979691,699.4594850002613,43.46023072252581,112.31570643514497,0.0,360,400,420,440,490,530,560,590,670,700,700
