Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,4341,0,1400.0,2612.4010295047196,241.29275299992514,29539.157955000064,61.66643630499885,72.99221708410258,0.0,1400,1500,1600,1600,1700,1800,29000,29000,30000,30000,30000
,Aggregated,4341,0,1400.0,2612.4010295047196,241.29275299992514,29539.157955000064,61.66643630499885,72.99221708410258,0.0,1400,1500,1600,1600,1700,1800,29000,29000,30000,30000,30000
