Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,6913,0,720.0,1179.2194859894437,80.14019299935171,13512.675337000474,62.09865470852018,155.69460035367504,0.0,720,900,990,1000,1800,3400,13000,13000,13000,14000,14000
,Aggregated,6913,0,720.0,1179.2194859894437,80.14019299935171,13512.675337000474,62.09865470852018,155.69460035367504,0.0,720,900,990,1000,1800,3400,13000,13000,13000,14000,14000
