Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,7491,0,760.0,1475.9783596364937,121.8290319998232,26243.945953000093,62.132692564410625,126.6957968816554,0.0,760,880,960,1000,1300,1900,26000,26000,26000,26000,26000
,Aggregated,7491,0,760.0,1475.9783596364937,121.8290319998232,26243.945953000093,62.132692564410625,126.6957968816554,0.0,760,880,960,1000,1300,1900,26000,26000,26000,26000,26000
