Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,6377,0,850.0,890.5418549327283,350.39546999996674,1605.6809339997926,61.66347812450996,107.88467662466499,0.0,850,940,1000,1000,1100,1200,1300,1300,1500,1600,1600
,Aggregated,6377,0,850.0,890.5418549327283,350.39546999996674,1605.6809339997926,61.66347812450996,107.88467662466499,0.0,850,940,1000,1000,1100,1200,1300,1300,1500,1600,1600
