timestamp,endpoint,latency_ms,cache_hit
2025-09-17T20:17:02.956659,handshake,220.95,0
timestamp,endpoint,latency_ms,cache_hit
2025-09-17T20:17:02.960511,handshake,221.49,0
2025-09-17T20:17:02.972627,handshake,223.36,0
2025-09-17T20:17:02.962462,handshake,219.58,0
2025-09-17T20:17:02.977854,handshake,223.83,0
2025-09-17T20:17:02.976356,handshake,234.59,0
2025-09-17T20:17:02.984943,handshake,219.19,0
2025-09-17T20:17:02.975843,handshake,234.10,0
2025-09-17T20:17:02.962124,handshake,215.79,0
2025-09-17T20:17:02.991496,handshake,216.23,0
2025-09-17T20:17:02.994441,handshake,222.55,0
2025-09-17T20:17:03.001278,handshake,216.15,0
2025-09-17T20:17:03.012823,handshake,233.02,0
2025-09-17T20:17:03.019712,handshake,212.71,0
2025-09-17T20:17:03.020481,handshake,218.54,0
2025-09-17T20:17:02.992035,handshake,216.21,0
2025-09-17T20:17:03.019934,handshake,228.52,0
2025-09-17T20:17:03.030425,handshake,213.69,0
2025-09-17T20:17:03.017670,handshake,214.01,0
2025-09-17T20:17:03.041319,handshake,216.84,0
2025-09-17T20:17:03.047698,handshake,232.44,0
2025-09-17T20:17:03.037952,handshake,206.68,0
2025-09-17T20:17:03.072948,handshake,211.93,0
2025-09-17T20:17:03.107018,handshake,231.45,0
2025-09-17T20:17:03.132571,handshake,215.79,0
2025-09-17T20:17:03.136548,handshake,216.12,0
2025-09-17T20:17:03.157715,handshake,237.66,0
2025-09-17T20:17:03.147463,handshake,227.07,0
2025-09-17T20:17:03.144509,handshake,243.19,0
2025-09-17T20:17:03.143651,handshake,254.36,0
2025-09-17T20:17:03.173150,handshake,234.54,0
2025-09-17T20:17:03.155272,handshake,218.23,0
2025-09-17T20:17:03.172393,handshake,239.98,0
2025-09-17T20:17:03.168677,handshake,242.67,0
2025-09-17T20:17:03.181634,handshake,262.68,0
2025-09-17T20:17:03.186144,handshake,243.48,0
2025-09-17T20:17:03.191331,handshake,215.66,0
2025-09-17T20:17:03.192744,handshake,214.86,0
2025-09-17T20:17:03.191822,handshake,224.34,0
2025-09-17T20:17:03.192122,handshake,215.58,0
2025-09-17T20:17:03.184870,handshake,215.32,0
2025-09-17T20:17:03.190759,handshake,237.41,0
2025-09-17T20:17:03.200024,handshake,215.83,0
2025-09-17T20:17:03.187642,handshake,240.57,0
2025-09-17T20:17:03.172915,handshake,236.82,0
2025-09-17T20:17:03.213055,handshake,228.70,0
2025-09-17T20:17:03.210472,handshake,226.10,0
2025-09-17T20:17:03.202001,handshake,221.87,0
2025-09-17T20:17:03.207534,handshake,221.99,0
2025-09-17T20:17:03.222118,handshake,207.89,0
2025-09-17T20:17:03.204572,handshake,228.45,0
2025-09-17T20:17:03.309420,handshake,228.85,0
2025-09-17T20:17:03.317082,handshake,221.31,0
2025-09-17T20:17:03.312076,handshake,209.48,0
2025-09-17T20:17:03.311208,handshake,225.48,0
2025-09-17T20:17:03.318165,handshake,214.99,0
2025-09-17T20:17:03.311685,handshake,219.66,0
2025-09-17T20:17:03.342299,handshake,237.32,0
2025-09-17T20:17:03.353744,handshake,215.87,0
2025-09-17T20:17:03.352997,handshake,227.66,0
2025-09-17T20:17:03.353285,handshake,221.52,0
2025-09-17T20:17:03.371032,handshake,225.63,0
2025-09-17T20:17:03.375996,handshake,223.52,0
2025-09-17T20:17:03.392473,handshake,223.27,0
2025-09-17T20:17:03.412617,handshake,217.87,0
2025-09-17T20:17:03.427210,handshake,215.16,0
2025-09-17T20:17:03.448186,handshake,209.45,0
2025-09-17T20:17:03.472207,handshake,217.89,0
2025-09-17T20:17:03.482178,handshake,222.69,0
2025-09-17T20:17:03.480079,handshake,223.31,0
2025-09-17T20:17:03.495649,handshake,215.21,0
2025-09-17T20:17:03.497872,handshake,218.94,0
2025-09-17T20:17:03.504177,handshake,222.80,0
2025-09-17T20:17:03.507524,handshake,219.67,0
2025-09-17T20:17:03.533868,handshake,217.62,0
2025-09-17T20:17:03.540301,handshake,207.96,0
2025-09-17T20:17:03.542194,handshake,220.28,0
2025-09-17T20:17:03.555295,handshake,220.58,0
2025-09-17T20:17:03.564112,handshake,217.31,0
2025-09-17T20:17:03.579468,handshake,241.32,0
2025-09-17T20:17:03.578984,handshake,229.47,0
2025-09-17T20:17:03.579909,handshake,217.43,0
2025-09-17T20:17:03.602665,handshake,223.68,0
2025-09-17T20:17:03.589350,handshake,222.00,0
2025-09-17T20:17:03.615432,handshake,237.73,0
2025-09-17T20:17:03.618195,handshake,225.31,0
2025-09-17T20:17:03.618830,handshake,227.17,0
2025-09-17T20:17:03.629745,handshake,219.13,0
2025-09-17T20:17:03.657503,handshake,212.81,0
2025-09-17T20:17:03.632322,handshake,212.72,0
2025-09-17T20:17:03.668831,handshake,219.16,0
2025-09-17T20:17:03.669849,handshake,211.81,0
2025-09-17T20:17:03.690646,handshake,240.79,0
2025-09-17T20:17:03.694085,handshake,218.60,0
2025-09-17T20:17:03.702585,handshake,228.86,0
2025-09-17T20:17:03.715119,handshake,213.49,0
2025-09-17T20:17:03.707233,handshake,221.34,0
2025-09-17T20:17:03.725703,handshake,214.11,0
2025-09-17T20:17:03.721738,handshake,217.96,0
2025-09-17T20:17:03.735608,handshake,220.03,0
2025-09-17T20:17:03.753857,handshake,217.36,0
2025-09-17T20:17:03.755276,handshake,231.96,0
2025-09-17T20:17:03.756994,handshake,231.26,0
2025-09-17T20:17:03.756663,handshake,213.08,0
2025-09-17T20:17:03.758197,handshake,248.73,0
2025-09-17T20:17:03.757599,handshake,241.91,0
2025-09-17T20:17:03.761181,handshake,230.36,0
2025-09-17T20:17:03.760268,handshake,220.62,0
2025-09-17T20:17:03.788055,handshake,218.99,0
2025-09-17T20:17:03.861229,handshake,223.85,0
2025-09-17T20:17:03.854443,handshake,228.69,0
2025-09-17T20:17:03.862138,handshake,235.72,0
2025-09-17T20:17:03.869706,handshake,226.24,0
2025-09-17T20:17:03.868604,handshake,226.29,0
2025-09-17T20:17:03.866984,handshake,221.88,0
2025-09-17T20:17:03.884836,handshake,221.72,0
2025-09-17T20:17:03.929544,handshake,246.16,0
2025-09-17T20:17:03.937370,handshake,239.78,0
2025-09-17T20:17:03.933567,handshake,278.44,0
2025-09-17T20:17:03.938694,handshake,237.38,0
2025-09-17T20:17:03.944037,handshake,276.75,0
2025-09-17T20:17:03.952487,handshake,238.06,0
2025-09-17T20:17:03.943597,handshake,292.13,0
2025-09-17T20:17:03.958157,handshake,216.15,0
2025-09-17T20:17:03.944603,handshake,242.84,0
2025-09-17T20:17:03.967623,handshake,231.77,0
2025-09-17T20:17:03.968855,handshake,248.91,0
2025-09-17T20:17:03.970438,handshake,232.54,0
2025-09-17T20:17:03.985907,handshake,224.48,0
2025-09-17T20:17:03.983187,handshake,224.23,0
2025-09-17T20:17:03.982137,handshake,211.03,0
2025-09-17T20:17:03.995162,handshake,247.50,0
2025-09-17T20:17:04.000072,handshake,216.82,0
2025-09-17T20:17:04.001075,handshake,209.50,0
2025-09-17T20:17:04.056332,handshake,223.88,0
2025-09-17T20:17:04.069679,handshake,236.63,0
2025-09-17T20:17:04.063509,handshake,225.62,0
2025-09-17T20:17:04.060334,handshake,228.42,0
2025-09-17T20:17:04.077507,handshake,226.11,0
2025-09-17T20:17:04.074007,handshake,251.47,0
2025-09-17T20:17:04.093213,handshake,221.46,0
2025-09-17T20:17:04.085733,handshake,250.80,0
2025-09-17T20:17:04.101470,handshake,267.21,0
2025-09-17T20:17:04.096055,handshake,218.55,0
2025-09-17T20:17:04.133645,handshake,218.63,0
2025-09-17T20:17:04.135574,handshake,231.77,0
2025-09-17T20:17:04.137741,handshake,220.18,0
2025-09-17T20:17:04.154210,handshake,222.56,0
2025-09-17T20:17:04.137146,handshake,245.37,0
2025-09-17T20:17:04.156128,handshake,221.60,0
2025-09-17T20:17:04.162241,handshake,220.19,0
2025-09-17T20:17:04.163829,handshake,233.14,0
2025-09-17T20:17:04.172147,handshake,221.10,0
2025-09-17T20:17:04.182188,handshake,216.89,0
2025-09-17T20:17:04.201402,handshake,216.01,0
2025-09-17T20:17:04.203020,handshake,225.13,0
2025-09-17T20:17:04.207798,handshake,211.91,0
2025-09-17T20:17:04.230542,handshake,229.20,0
2025-09-17T20:17:04.235585,handshake,224.36,0
2025-09-17T20:17:04.257525,handshake,224.11,0
2025-09-17T20:17:04.250898,handshake,224.66,0
2025-09-17T20:17:04.244527,handshake,239.71,0
2025-09-17T20:17:04.260826,handshake,219.37,0
2025-09-17T20:17:04.271042,handshake,219.15,0
2025-09-17T20:17:04.256610,handshake,237.50,0
2025-09-17T20:17:04.272395,handshake,217.53,0
2025-09-17T20:17:04.293364,handshake,230.00,0
2025-09-17T20:17:04.302510,handshake,219.26,0
2025-09-17T20:17:04.310679,handshake,235.00,0
2025-09-17T20:17:04.317629,handshake,211.76,0
2025-09-17T20:17:04.331728,handshake,238.07,0
2025-09-17T20:17:04.343261,handshake,217.44,0
2025-09-17T20:17:04.344498,handshake,232.40,0
2025-09-17T20:17:04.357661,handshake,235.93,0
2025-09-17T20:17:04.375695,handshake,223.98,0
2025-09-17T20:17:04.382192,handshake,223.50,0
2025-09-17T20:17:04.403252,handshake,226.06,0
2025-09-17T20:17:04.424750,handshake,212.07,0
2025-09-17T20:17:04.404044,handshake,225.16,0
2025-09-17T20:17:04.425770,handshake,223.96,0
2025-09-17T20:17:04.429603,handshake,231.25,0
2025-09-17T20:17:04.431222,handshake,270.57,0
2025-09-17T20:17:04.438619,handshake,216.99,0
2025-09-17T20:17:04.458617,handshake,223.24,0
2025-09-17T20:17:04.468352,handshake,217.00,0
2025-09-17T20:17:04.456947,handshake,224.08,0
2025-09-17T20:17:04.480469,handshake,219.17,0
2025-09-17T20:17:04.487616,handshake,225.11,0
2025-09-17T20:17:04.521903,handshake,229.42,0
2025-09-17T20:17:04.520617,handshake,234.72,0
2025-09-17T20:17:04.510375,handshake,225.01,0
2025-09-17T20:17:04.517864,handshake,243.85,0
2025-09-17T20:17:04.534363,handshake,217.09,0
2025-09-17T20:17:04.535932,handshake,208.85,0
2025-09-17T20:17:04.531218,handshake,215.64,0
2025-09-17T20:17:04.552724,handshake,215.09,0
2025-09-17T20:17:04.553743,handshake,212.30,0
2025-09-17T20:17:04.572175,handshake,222.12,0
2025-09-17T20:17:04.581562,handshake,219.43,0
2025-09-17T20:17:04.586568,handshake,212.61,0
2025-09-17T20:17:04.577588,handshake,221.38,0
2025-09-17T20:17:04.603092,handshake,216.01,0
2025-09-17T20:17:04.612126,handshake,225.49,0
2025-09-17T20:17:04.617906,handshake,222.49,0
2025-09-17T20:17:04.616776,handshake,225.49,0
2025-09-17T20:17:04.655949,handshake,231.41,0
2025-09-17T20:17:04.657116,handshake,250.07,0
2025-09-17T20:17:04.653428,handshake,231.80,0
2025-09-17T20:17:04.683698,handshake,248.67,0
2025-09-17T20:17:04.684853,handshake,230.67,0
2025-09-17T20:17:04.688041,handshake,239.20,0
2025-09-17T20:17:04.702868,handshake,218.09,0
2025-09-17T20:17:04.705600,handshake,219.09,0
2025-09-17T20:17:04.701241,handshake,228.27,0
2025-09-17T20:17:04.723673,handshake,228.29,0
2025-09-17T20:17:04.716417,handshake,216.04,0
2025-09-17T20:17:04.730916,handshake,218.86,0
2025-09-17T20:17:04.738879,handshake,220.20,0
