Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,11516,0,210.0,217.5842161950362,65.04447999986951,608.5049610001079,62.017801319902745,196.2949820212572,0.0,210,230,240,250,280,330,380,410,560,610,610
,Aggregated,11516,0,210.0,217.5842161950362,65.04447999986951,608.5049610001079,62.017801319902745,196.2949820212572,0.0,210,230,240,250,280,330,380,410,560,610,610
