Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_10240B_d5,5745,0,500.0,826.3687138294189,214.82721699976537,12083.185436000349,43.44490861618799,97.13285718946739,0.0,500,520,550,580,630,1800,8000,8900,11000,12000,12000
,Aggregated,5745,0,500.0,826.3687138294189,214.82721699976537,12083.185436000349,43.44490861618799,97.13285718946739,0.0,500,520,550,580,630,1800,8000,8900,11000,12000,12000
