Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,validate_2048B_d5,6425,0,1600.0,1689.3986237262488,118.93234600029245,5081.451910000396,43.293852140077824,107.75508001440717,0.0,1600,2000,2300,2400,2800,3100,3900,4300,4700,5100,5100
,Aggregated,6425,0,1600.0,1689.3986237262488,118.93234600029245,5081.451910000396,43.293852140077824,107.75508001440717,0.0,1600,2000,2300,2400,2800,3100,3900,4300,4700,5100,5100
