Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,handshake,4333,0,840.0,853.4889967482147,310.93710200002533,1491.4047039997058,61.67920609277637,111.31030023450234,0.0,840,900,940,970,1000,1100,1200,1300,1400,1500,1500
,Aggregated,4333,0,840.0,853.4889967482147,310.93710200002533,1491.4047039997058,61.67920609277637,111.31030023450234,0.0,840,900,940,970,1000,1100,1200,1300,1400,1500,1500
